Date,Year,Month,USD_AED,USD_EUR,USD_GBP,USD_JPY,USD_CAD,USD_CHF,USD_AUD,USD_INR,USD_CNY
1/1/10,2010,January,3.673,0.7009673349221925,0.6188884762965714,91.1011,1.0438,1.0345,1.095650268434316,45.8944,6.8269
2/1/10,2010,February,3.673,0.7309941520467835,0.6402868485081316,90.1395,1.0572,1.0722,1.1290504685559444,46.2732,6.8285
3/1/10,2010,March,3.673,0.7369196757553427,0.6640988179041041,90.7161,1.0229,1.0666,1.0961306587745259,45.4509,6.8262
4/1/10,2010,April,3.673,0.7453230975627936,0.6522306287503261,93.4527,1.0052,1.069,1.0796804145972791,44.444,6.8256
5/1/10,2010,May,3.673,0.7959882193743533,0.6817097279978185,91.973,1.0403,1.1295,1.1477103179157582,45.769,6.8275
6/1/10,2010,June,3.673,0.8181297553792032,0.677139761646804,90.8059,1.0376,1.1255,1.1710973181871414,46.4983,6.8184
7/1/10,2010,July,3.673,0.7805791897588011,0.6534239414532148,87.5005,1.0422,1.053,1.1381743683132255,46.7617,6.7762
8/1/10,2010,August,3.673,0.7750135627373479,0.6385288295766554,85.3727,1.0404,1.0388,1.1106175033318526,46.4605,6.7873
9/1/10,2010,September,3.673,0.7631840036632832,0.641395676993137,84.3571,1.033,1.0002,1.0640561821664185,45.8729,6.7396
10/1/10,2010,October,3.673,0.7193727069994965,0.6302388605281402,81.7285,1.0179,0.9686,1.0185373803218578,44.354,6.6678
11/1/10,2010,November,3.673,0.7323861139592793,0.626527159952384,82.518,1.0129,0.9847,1.0112245929821013,44.9315,6.6538
12/1/10,2010,December,3.673,0.7563724377883669,0.6412311638345624,83.3376,1.0081,0.9689,1.0071507704703393,45.1,6.6497
1/1/11,2011,January,3.673,0.747887218607434,0.6336332530731212,82.625,0.9939,0.9565,1.003814495081309,45.375,6.5964
2/1/11,2011,February,3.673,0.7322788517867604,0.6201935003721161,82.5368,0.9876,0.95,0.9916699722332408,45.3795,6.5761
3/1/11,2011,March,3.673,0.7132667617689016,0.6188501763723003,81.647,0.9766,0.9185,0.9888262632255512,44.9143,6.5645
4/1/11,2011,April,3.673,0.6915629322268326,0.6105378838756945,83.1771,0.958,0.8972,0.9444654325651681,44.301,6.5267
5/1/11,2011,May,3.673,0.6975933031042902,0.612294881214793,81.1257,0.968,0.874,0.936768149882904,44.9024,6.4957
6/1/11,2011,June,3.673,0.6942997986530585,0.6165608237252606,80.4259,0.9766,0.8401,0.941885655081473,44.8109,6.4746
7/1/11,2011,July,3.673,0.7005253940455342,0.6188884762965714,79.2425,0.9553,0.8214,0.9275577404693441,44.396,6.4575
8/1/11,2011,August,3.673,0.6976906439684644,0.6113964294448521,76.9657,0.9817,0.78,0.9521995810321843,45.3135,6.4036
9/1/11,2011,September,3.673,0.7274314395868189,0.6340752013188764,76.7957,1.0025,0.8767,0.9784735812133072,47.6905,6.3885
10/1/11,2011,October,3.673,0.7282260413632392,0.6341958396752917,76.643,1.0198,0.8958,0.983477576711251,49.202,6.371
11/1/11,2011,November,3.673,0.737571913261543,0.6326711375427053,77.5595,1.0248,0.9079,0.9889240506329113,50.6785,6.3564
12/1/11,2011,December,3.673,0.7601672367920943,0.6415602745877975,77.7967,1.0235,0.9334,0.9879470460383324,52.3824,6.3482
1/1/12,2012,January,3.673,0.774593338497289,0.6441638752898737,76.964,1.013,0.9376,0.9601536245799327,51.0015,6.3172
2/1/12,2012,February,3.673,0.7554011179936546,0.6327512022272842,78.47,0.9967,0.9118,0.9317927692881104,49.1812,6.2997
3/1/12,2012,March,3.673,0.7571168988491823,0.6319514661274014,82.4659,0.9938,0.9131,0.9500285008550257,50.3635,6.3125
4/1/12,2012,April,3.673,0.7598784194528875,0.625,81.2524,0.9928,0.9133,0.9661835748792271,51.69,6.3043
5/1/12,2012,May,3.673,0.7808839606434484,0.6279829188646069,79.6668,1.0097,0.9383,1.002004008016032,54.3314,6.3242
6/1/12,2012,June,3.673,0.7973845785822502,0.6428387760349704,79.3152,1.028,0.9576,1.001401962747847,55.9424,6.3633
7/1/12,2012,July,3.673,0.8144648965629582,0.6413134098634002,78.9348,1.0142,0.9783,0.970873786407767,55.4248,6.3717
8/1/12,2012,August,3.673,0.8060615831049492,0.6360513929525505,78.6909,0.9924,0.9681,0.954653937947494,55.4935,6.3593
9/1/12,2012,September,3.673,0.7760962359332557,0.6201165819174005,78.1353,0.9783,0.9386,0.9609840476648088,54.35,6.32
10/1/12,2012,October,3.673,0.7707723138584861,0.6218905472636815,79.0132,0.9872,0.9323,0.9710623422023693,53.0995,6.2627
11/1/12,2012,November,3.673,0.7789982083041208,0.62625250501002,81.0305,0.997,0.9388,0.9610764055742431,54.7845,6.2338
12/1/12,2012,December,3.673,0.7622532205198567,0.6193868070610096,83.7905,0.9898,0.9213,0.9555661729574774,54.647,6.2328
1/1/13,2013,January,3.673,0.751653638003608,0.6263701847792045,89.0581,0.9921,0.9234,0.9523809523809523,54.229,6.2215
2/1/13,2013,February,3.673,0.749232037161909,0.6462453147214682,93.0016,1.0098,0.9212,0.9699321047526674,53.8079,6.2323
3/1/13,2013,March,3.673,0.7720219254226821,0.6631299734748011,94.77,1.0244,0.9466,0.9666505558240697,54.4229,6.2154
4/1/13,2013,April,3.673,0.7677543186180422,0.6531252041016263,97.7582,1.0187,0.9366,0.9633911368015414,54.3236,6.1861
5/1/13,2013,May,3.673,0.7702380035430948,0.6537229522128521,100.9186,1.0196,0.9557,1.0081661457808246,54.9845,6.1416
6/1/13,2013,June,3.673,0.7577479730241721,0.6454527851287679,97.235,1.0314,0.9331,1.0593220338983051,58.3835,6.1342
7/1/13,2013,July,3.673,0.7640586797066015,0.6588049278608604,99.6727,1.0402,0.9449,1.0922992900054616,59.7609,6.1343
8/1/13,2013,August,3.673,0.751089079164789,0.6449532408900355,97.8123,1.0407,0.9261,1.1065619121389842,62.8109,6.1213
9/1/13,2013,September,3.673,0.7482789583956899,0.6295247088448221,99.21,1.0342,0.9231,1.074922068150059,63.648,6.1198
10/1/13,2013,October,3.673,0.7328154770628755,0.6211951795254069,97.77,1.0363,0.9025,1.0505305179115454,61.6059,6.1032
11/1/13,2013,November,3.673,0.7412348973389667,0.6211180124223602,100.0737,1.0486,0.9129,1.0725010725010724,62.5179,6.0929
12/1/13,2013,December,3.673,0.7295010213014298,0.6103888176768602,103.46,1.0639,0.8933,1.1135857461024499,61.811,6.0738
1/1/14,2014,January,3.673,0.7343222205903951,0.607164541590771,103.7614,1.094,0.9038,1.1289230074508918,62.1057,6.0509
2/1/14,2014,February,3.673,0.7317965605561654,0.6039376736320812,102.1253,1.1054,0.8937,1.1143302874972143,62.1642,6.0816
3/1/14,2014,March,3.673,0.7231703789412786,0.6015399422521656,102.3395,1.1107,0.8805,1.1002310485201892,60.9476,6.1729
4/1/14,2014,April,3.673,0.724112961622013,0.5970862192500597,102.4582,1.0992,0.8828,1.0735373054213635,60.3464,6.2246
5/1/14,2014,May,3.673,0.7278550112817527,0.5937537109606935,101.7738,1.0894,0.8883,1.07469102632993,59.2843,6.238
6/1/14,2014,June,3.673,0.735564545788893,0.5914360066240832,102.0629,1.083,0.8958,1.0678056593699947,59.7367,6.2306
7/1/14,2014,July,3.673,0.7389344565137073,0.5859603890776984,101.74,1.0739,0.8978,1.0650761529449355,60.0956,6.1984
8/1/14,2014,August,3.673,0.7510326699211416,0.5988023952095809,102.9438,1.0926,0.9098,1.074229240519927,60.8738,6.1541
9/1/14,2014,September,3.673,0.7758553805570642,0.6138735420503376,107.4257,1.1011,0.937,1.1059500110595002,60.8976,6.1382
10/1/14,2014,October,3.673,0.7888301648655044,0.6221226825930074,108.0264,1.1212,0.9528,1.1388224575788635,61.3668,6.1251
11/1/14,2014,November,3.673,0.8017317405596087,0.6340752013188764,116.2994,1.1325,0.9642,1.1568718186024989,61.6828,6.1249
12/1/14,2014,December,3.673,0.8110957904128477,0.6392227051904884,119.3233,1.1532,0.9753,1.2110936175366356,62.7071,6.1886
1/1/15,2015,January,3.673,0.8609556607834696,0.660414740457007,118.25,1.2122,0.9443,1.2400793650793651,62.13,6.2181
2/1/15,2015,February,3.673,0.8810572687224669,0.6523582751647204,118.76,1.2499,0.9361,1.2825445684237529,61.9905,6.2518
3/1/15,2015,March,3.673,0.9242998428690267,0.6685385746757588,120.3945,1.2618,0.9798,1.294665976178146,62.4805,6.2386
4/1/15,2015,April,3.673,0.9240436148586213,0.6680919294494923,119.5095,1.2337,0.9595,1.2919896640826873,62.6414,6.201
5/1/15,2015,May,3.673,0.8954956568460642,0.6469979296066253,120.798,1.2176,0.9316,1.2672665061462425,63.715,6.2035
6/1/15,2015,June,3.673,0.8907892392659896,0.6420133538777606,123.7186,1.2365,0.9321,1.2961762799740766,63.7809,6.2052
7/1/15,2015,July,3.673,0.9093389106119851,0.6426735218508998,123.3109,1.2863,0.9547,1.3500742540839745,63.6045,6.2085
8/1/15,2015,August,3.673,0.8979885057471265,0.6419309282321222,123.0038,1.3147,0.9685,1.3708019191226868,65.0971,6.3383
9/1/15,2015,September,3.673,0.890551251224508,0.6519754857217368,120.1476,1.3266,0.9725,1.4166312508853947,66.1667,6.3676
10/1/15,2015,October,3.673,0.8906305664410402,0.6517630189663038,120.0481,1.3072,0.9687,1.3888888888888888,65.0262,6.3505
11/1/15,2015,November,3.673,0.9322270905192505,0.6581545346847439,122.6432,1.3279,1.0098,1.3993842709207949,66.1,6.364
12/1/15,2015,December,3.673,0.918357975939021,0.6675121820973233,121.635,1.3713,0.9951,1.3798813302056023,66.5023,6.4491
1/1/16,2016,January,3.673,0.921234454168586,0.6948304613674263,118.2258,1.4208,1.0082,1.426330052774212,67.3332,6.5726
2/1/16,2016,February,3.673,0.9015506671474938,0.6997900629811057,114.6155,1.3797,0.992,1.4017381553125876,68.2395,6.5501
3/1/16,2016,March,3.673,0.8981498113885397,0.7018036353428311,112.9317,1.3226,0.9811,1.3326226012793179,66.8909,6.5027
4/1/16,2016,April,3.673,0.8813678829543451,0.6983727913960472,109.5519,1.2818,0.9634,1.3048016701461378,66.4219,6.4754
5/1/16,2016,May,3.673,0.884016973125884,0.6885155604516663,108.8481,1.2945,0.9777,1.3664935774801859,66.8895,6.5259
6/1/16,2016,June,3.673,0.8903133903133903,0.7043741635556808,105.3509,1.2894,0.9695,1.3511687609782461,67.2655,6.5892
7/1/16,2016,July,3.673,0.9045680687471733,0.7613826709304097,104.191,1.3052,0.983,1.3281976358082082,67.158,6.6771
8/1/16,2016,August,3.673,0.892299455697332,0.7633005114113426,101.2383,1.2998,0.9711,1.310787783457858,66.9035,6.6466
9/1/16,2016,September,3.673,0.8914244963451596,0.76103500761035,101.7843,1.3108,0.9732,1.3173494928204452,66.7138,6.6702
10/1/16,2016,October,3.673,0.9079353550027238,0.8110300081103,103.9075,1.3251,0.9876,1.3131976362442548,66.7415,6.7303
11/1/16,2016,November,3.673,0.9266123054114159,0.8043758043758044,108.443,1.3434,0.9963,1.327668613913967,67.6395,6.8402
12/1/16,2016,December,3.673,0.948316737790422,0.8010894816951054,115.9981,1.3339,1.0194,1.361285053090117,67.8052,6.9198
1/1/17,2017,January,3.673,0.9402914903620123,0.8086035416835127,114.8721,1.3183,1.0075,1.3395847287340923,68.0474,6.8907
2/1/17,2017,February,3.673,0.9389671361502347,0.8003201280512204,112.9116,1.3109,1.001,1.3048016701461378,66.9726,6.8694
3/1/17,2017,March,3.673,0.9353661958656815,0.8099133392726979,112.9165,1.3387,1.0015,1.311991603253739,65.8009,6.894
4/1/17,2017,April,3.673,0.9333582228859437,0.7912018355882585,110.091,1.3437,1.0009,1.3273161667109106,64.536,6.8876
5/1/17,2017,May,3.673,0.9049773755656109,0.7734550235903782,112.2436,1.3606,0.9867,1.3446282102998521,64.4195,6.8843
6/1/17,2017,June,3.673,0.8902341315766047,0.7806401249024201,110.9141,1.3295,0.9681,1.322401481089659,64.4482,6.8066
7/1/17,2017,July,3.673,0.8673026886383347,0.7694675284702985,112.417,1.269,0.9604,1.2809017548354042,64.424,6.7694
8/1/17,2017,August,3.673,0.8465250148141877,0.7720815318097591,109.827,1.2608,0.9653,1.2634238787113077,63.9683,6.667
9/1/17,2017,September,3.673,0.8394191219675984,0.7496251874062968,110.776,1.2279,0.9625,1.254075746175069,64.4775,6.569
10/1/17,2017,October,3.673,0.8507018290089324,0.7574609907589759,112.9148,1.2607,0.9821,1.2840267077555212,65.0357,6.6254
11/1/17,2017,November,3.673,0.8515711487694798,0.7566013467503971,112.819,1.2773,0.9915,1.3123359580052494,64.8435,6.62
12/1/17,2017,December,3.673,0.8448800270361608,0.7460459564309161,112.9405,1.2769,0.987,1.307531380753138,64.2445,6.5932
1/1/18,2018,January,3.673,0.8198737394441256,0.7233796296296295,110.871,1.2429,0.9604,1.256913021618904,63.6452,6.4233
2/1/18,2018,February,3.673,0.8103727714748784,0.7162810686913545,107.97,1.2588,0.9355,1.271132579128003,64.43,6.3183
3/1/18,2018,March,3.673,0.8107669855683476,0.7155123068116772,106.0468,1.2933,0.948,1.2888258796236627,65.0455,6.3174
4/1/18,2018,April,3.673,0.8149959250203749,0.710277718587968,107.6562,1.2732,0.9687,1.3014055179593962,65.6729,6.2967
5/1/18,2018,May,3.673,0.8458090163241141,0.7423904974016333,109.6882,1.2866,0.9969,1.3289036544850499,67.51,6.3701
6/1/18,2018,June,3.673,0.8562376915831835,0.7522190461862495,110.0638,1.3125,0.99,1.3336889837289942,67.79,6.4651
7/1/18,2018,July,3.673,0.8557980316645271,0.759762953958365,111.521,1.3133,0.9948,1.3508037282182899,68.6867,6.7164
8/1/18,2018,August,3.673,0.8660258075690656,0.7765180928715639,110.9965,1.3042,0.988,1.36518771331058,69.6317,6.8453
9/1/18,2018,September,3.673,0.8571183680466272,0.765345170671973,112.0974,1.3034,0.9683,1.3877324451845683,72.2779,6.8551
10/1/18,2018,October,3.673,0.8704735376044568,0.7685213648939441,112.7218,1.3004,0.994,1.4062719729995783,73.5609,6.9191
11/1/18,2018,November,3.673,0.8799718409010912,0.7751937984496123,113.338,1.3205,1.0011,1.3798813302056023,71.738,6.9367
12/1/18,2018,December,3.673,0.8787346221441126,0.7896399241945673,112.1994,1.3436,0.9919,1.3948946854512485,70.8331,6.8837
1/1/19,2019,January,3.673,0.8758101243650377,0.7751337105650724,108.9605,1.33,0.9897,1.3984058173682004,70.71,6.7863
2/1/19,2019,February,3.673,0.8811349017534584,0.7682851874615857,110.44,1.3209,1.0014,1.4013452914798206,71.1739,6.7367
3/1/19,2019,March,3.673,0.8852691218130312,0.75947444368497,111.1443,1.3371,1.0005,1.412030499858797,69.4895,6.7119
4/1/19,2019,April,3.673,0.8901548869503294,0.767518612326349,111.6414,1.3378,1.0084,1.4062719729995783,69.4068,6.7161
5/1/19,2019,May,3.673,0.8938946992044337,0.777907429015947,109.9714,1.346,1.0107,1.4398848092152627,69.7827,6.8519
6/1/19,2019,June,3.673,0.8853474988933157,0.7889546351084812,108.0685,1.3289,0.988,1.439677512237259,69.388,6.8977
7/1/19,2019,July,3.673,0.891981090000892,0.8025038118931065,108.2864,1.3105,0.988,1.4330753797649758,68.7391,6.8775
8/1/19,2019,August,3.673,0.8985533291400845,0.8223684210526316,106.1886,1.3273,0.9787,1.4760147601476015,71.1891,7.0629
9/1/19,2019,September,3.673,0.9081827263645446,0.8084727948904519,107.54,1.3241,0.9906,1.467351430667645,71.311,7.1137
10/1/19,2019,October,3.673,0.904322662325918,0.790076637433831,108.1368,1.3189,0.993,1.4710208884966167,71.0086,7.0961
11/1/19,2019,November,3.673,0.904895484571532,0.776156473144986,108.8579,1.3237,0.9929,1.4647722279185587,71.4942,7.0199
12/1/19,2019,December,3.673,0.8997660608241858,0.7628346937218705,109.101,1.3169,0.9826,1.4520110352838682,71.1567,7.0137
1/1/20,2020,January,3.673,0.9010632546404759,0.7647598654022636,109.2667,1.3089,0.9698,1.4596409283316303,71.279,6.9184
2/1/20,2020,February,3.673,0.9165062780680048,0.7720219254226821,110.0295,1.3286,0.9762,1.5006002400960385,71.5295,6.9967
3/1/20,2020,March,3.673,0.9053050878145935,0.8084727948904519,107.6673,1.396,0.9593,1.608234158893535,74.5482,7.0205
4/1/20,2020,April,3.673,0.9198785760279643,0.8051529790660226,107.7386,1.4048,0.9701,1.5842839036755387,76.1682,7.0708
5/1/20,2020,May,3.673,0.9168423947923352,0.8128759551292473,107.2,1.3972,0.9692,1.5344483658124906,75.6575,7.1016
6/1/20,2020,June,3.673,0.8881783462119194,0.7985307035055498,107.5782,1.3552,0.9513,1.4494854326714017,75.7077,7.0816
7/1/20,2020,July,3.673,0.8704735376044568,0.7873395795606645,106.6818,1.3497,0.9327,1.4204545454545456,74.9286,7.0041
8/1/20,2020,August,3.673,0.8452370890034654,0.760861294985924,106.0129,1.3229,0.9099,1.3883104262113009,74.5657,6.927
9/1/20,2020,September,3.673,0.848536274925753,0.7723797018614351,105.589,1.323,0.9149,1.3842746400885935,73.5233,6.8106
10/1/20,2020,October,3.673,0.849762066621346,0.7704160246533127,105.2095,1.3218,0.9124,1.404297149276787,73.5648,6.7254
11/1/20,2020,November,3.673,0.8455944529003889,0.7576905591756327,104.4061,1.3073,0.911,1.375515818431912,74.2311,6.6029
12/1/20,2020,December,3.673,0.8218277449046679,0.7443799315170463,103.7952,1.2809,0.8884,1.327668613913967,73.6195,6.5393
1/1/21,2021,January,3.673,0.8211528986697323,0.7330840847445201,103.7883,1.2725,0.8865,1.2943308309603936,73.1106,6.4672
2/1/21,2021,February,3.673,0.8268562923763849,0.7211365111415591,105.3774,1.2696,0.8979,1.2898232942086933,72.8053,6.4601
3/1/21,2021,March,3.673,0.8401949252226517,0.7213445863088797,108.6991,1.2569,0.9298,1.297016861219196,72.8196,6.5109
4/1/21,2021,April,3.673,0.8357709987463435,0.7222824124232574,109.0445,1.2494,0.9218,1.2985326580963512,74.5186,6.5186
5/1/21,2021,May,3.673,0.8233163181294254,0.7100255609201931,109.112,1.2125,0.9027,1.2881617931212161,73.2065,6.4321
6/1/21,2021,June,3.673,0.8300132802124833,0.7130124777183601,110.1073,1.222,0.9078,1.3083867591259977,73.5782,6.425
7/1/21,2021,July,3.673,0.8459521191100584,0.7242178447276941,110.2143,1.253,0.9174,1.3482540110556829,74.539,6.4763
8/1/21,2021,August,3.673,0.8498342823149485,0.7247952453431906,109.8527,1.2599,0.9147,1.3691128148959473,74.1155,6.4768
9/1/21,2021,September,3.673,0.8499787505312366,0.7282260413632392,110.161,1.2671,0.9228,1.3676148796498906,73.6357,6.4563
10/1/21,2021,October,3.673,0.8620689655172414,0.7298737318443909,113.1215,1.2434,0.9227,1.3491635186184565,74.92,6.4172
11/1/21,2021,November,3.673,0.8759635599159076,0.7427764985515858,113.965,1.2567,0.9213,1.368550704803613,74.477,6.3889
12/1/21,2021,December,3.673,0.8848774444739402,0.7517101405697962,113.8329,1.28,0.921,1.397624039133473,75.3948,6.3693
1/1/22,2022,January,3.673,0.8836264027569144,0.7377351530800443,114.8255,1.2622,0.9191,1.392757660167131,74.4075,6.3556
2/1/22,2022,February,3.673,0.8811349017534584,0.7385524372230428,115.2763,1.2711,0.9228,1.3948946854512485,74.9695,6.3436
3/1/22,2022,March,3.673,0.9075233687267447,0.7594167679222358,118.5774,1.266,0.9294,1.3561160835367507,76.1896,6.3446
4/1/22,2022,April,3.673,0.9256687957048968,0.7732158045310447,126.3743,1.2628,0.945,1.3579576317218902,76.1719,6.431
5/1/22,2022,May,3.673,0.9463423866754992,0.8039877793857533,128.8486,1.2859,0.9804,1.42025280499929,77.2933,6.699
6/1/22,2022,June,3.673,0.9463423866754992,0.8116883116883117,133.9619,1.2804,0.9702,1.4234875444839858,78.09,6.6952
7/1/22,2022,July,3.673,0.983477576711251,0.8342370901810294,136.709,1.2936,0.9701,1.4585764294049008,79.5915,6.7352
8/1/22,2022,August,3.673,0.9872642906506073,0.8345155637152634,135.2835,1.2917,0.9574,1.4365752047119666,79.5065,6.8007
9/1/22,2022,September,3.673,1.0102030508132134,0.88339222614841,143.2843,1.3339,0.9733,1.49902563333833,80.2538,7.0195
10/1/22,2022,October,3.673,1.0149193139145438,0.8824567596187787,147.0515,1.3689,0.9949,1.5698587127158556,82.2915,7.1902
11/1/22,2022,November,3.673,0.9811616954474096,0.8527330092947898,142.445,1.3457,0.966,1.516070345664039,81.6805,7.1812
12/1/22,2022,December,3.673,0.9441979038806535,0.8210180623973727,134.9148,1.3585,0.9316,1.4819205690574986,82.4738,6.9717
1/1/23,2023,January,3.673,0.9279020135473693,0.8171937566396993,130.4475,1.3422,0.9241,1.4378145219266714,81.741,6.7904
2/1/23,2023,February,3.673,0.9344047841524948,0.8275405494869249,133.0463,1.3454,0.9258,1.4507471347744088,82.5995,6.838
3/1/23,2023,March,3.673,0.9336196433572963,0.8238589553468446,133.6643,1.3683,0.9255,1.4979029358897544,82.2665,6.8909
4/1/23,2023,April,3.673,0.9122422915526364,0.8034709946970915,133.4745,1.3484,0.8985,1.4952153110047848,81.9685,6.8876
5/1/23,2023,May,3.673,0.9202171712524155,0.8010253123998718,137.0532,1.3517,0.8977,1.5053439710973957,82.2977,6.9854
6/1/23,2023,June,3.673,0.9225092250922509,0.7919537499010059,141.3581,1.3286,0.9004,1.4896469536719796,82.2252,7.1614
7/1/23,2023,July,3.673,0.9035872413481522,0.7756146746296441,140.936,1.3211,0.8723,1.483239394838327,82.1565,7.1863
8/1/23,2023,August,3.673,0.9165902841429882,0.7870297497245397,144.7804,1.3478,0.8783,1.5417823003391922,82.8122,7.2486
9/1/23,2023,September,3.673,0.9370314842578711,0.80768920119538,147.845,1.3531,0.8996,1.556420233463035,83.07,7.2979
10/1/23,2023,October,3.673,0.9465215333648841,0.8213552361396304,149.5933,1.3712,0.9035,1.5755475027572081,83.2162,7.3071
11/1/23,2023,November,3.673,0.9242998428690267,0.804052424218059,149.679,1.3707,0.8902,1.5365703749231714,83.266,7.2226
12/1/23,2023,December,3.673,0.9166743056192135,0.790076637433831,143.9815,1.3416,0.8648,1.4940983116689077,83.254,7.1402
1/1/24,2024,January,3.673,0.9175153683824203,0.7873395795606645,146.2943,1.3423,0.8591,1.5069318866787222,83.1119,7.1707
2/1/24,2024,February,3.673,0.9265264523302141,0.7917656373713381,149.615,1.35,0.8771,1.5332720024532351,82.9485,7.1935
3/1/24,2024,March,3.673,0.9199632014719411,0.7865963973884998,149.8186,1.3536,0.8886,1.5248551387618174,83.0214,7.2015
4/1/24,2024,April,3.673,0.9324878776575904,0.7989134776703682,153.89,1.3674,0.9099,1.5368065160596283,83.3968,7.2374
5/1/24,2024,May,3.673,0.9250693802035153,0.7913896802785692,155.8691,1.3667,0.9088,1.5092061575611229,83.3873,7.2327
6/1/24,2024,June,3.673,0.9291089844838799,0.786410821012897,157.86,1.3705,0.8938,1.5055706112616682,83.46,7.2547
7/1/24,2024,July,3.673,0.9219138932423712,0.7770007770007771,157.5182,1.3714,0.8917,1.498576352465158,83.5895,7.2609
8/1/24,2024,August,3.673,0.9074410163339383,0.772499034376207,146.2641,1.3655,0.8579,1.5019525382997898,83.8855,7.1475
9/1/24,2024,September,3.673,0.9005763688760806,0.7564868749527195,142.954,1.3546,0.8472,1.4771048744460855,83.791,7.076
10/1/24,2024,October,3.673,0.9178522257916476,0.7666947788085563,149.8909,1.3757,0.8613,1.4925373134328357,84.005,7.0881
11/1/24,2024,November,3.673,0.9415309292910272,0.7850525985241011,153.7126,1.3973,0.8809,1.531862745098039,84.3326,7.2063
12/1/24,2024,December,3.673,0.9549274255156609,0.7907013520993121,153.8143,1.4247,0.8916,1.5787811809283234,84.9686,7.2807
1/1/25,2025,January,3.673,0.9656237929702587,0.8094544277157195,156.4819,1.4389,0.9096,1.6048788316482105,86.2652,7.2957
2/1/25,2025,February,3.673,0.9603380389897245,0.7973210014351778,151.5716,1.4299,0.9034,1.5870496746548166,87.0637,7.2734
3/1/25,2025,March,3.673,0.9248127254231019,0.7744133818632387,149.0576,1.4356,0.8836,1.5873015873015872,86.5214,7.2493
4/1/25,2025,April,3.673,0.8903133903133903,0.7608034083992696,144.1286,1.3981,0.8337,1.5895724050230489,85.5768,7.2968
5/1/25,2025,May,3.673,0.8869966294128082,0.7486150621350501,144.8762,1.3867,0.8299,1.5540015540015542,85.2462,7.2166
